start_time,end_time,survey_date,survey_time,consent,region,country,county,subcounty,ward,slum,cu,location_type,vendor_type,gender,grains,roots_tubers,grain_roots_tubers,dark_green_veg,other_veg,vit_a_rich_veg,vita_rich_fruits,other_vita_frt_veg,other_fruits,organ_meat,flesh_meat,fish,meat_poultry_fish,egg,legumes_pulses,nuts_seeds,dairy,oils_fats,snacks,beverages,spice_condiment,mixed_foods,grains_maize_green,grains_dry_maize,grains_maize_flour,grains_ugali,grains_rice,grains_wheat_flour,grains_chapati,grains_mandazi,grains_scones,grains_bread,grains_noodle,grains_millet,grains_millet_flour,grains_millet_porridge,grains_sorghum,grains_sorghum_flour,grains_spaghetti,grains_barley,grains_oats,other_grains,os_other_grains,grains_comment,vit_a_veg_pumpkin,vit_a_veg_carrot,vit_a_veg_squash,vit_a_veg_orange_fl_swt_potato,vit_a_veg_red_swt_pepper,vit_a_veg_butternut,other_vit_a_rich_veg,os_other_vit_a_rich_veg,vit_a_rich_veg_comment,roots_tubers_irish_potato,roots_tubers_swt_potato,roots_tubers_arrow_root,roots_tubers_cassava,roots_tubers_yam,roots_tubers_plantain,roots_tubers_chips,other_roots_tubers,os_other_roots_tubers,roots_tubers_comment,dgv_kale,dgv_spinach,dgv_amaranthus,dgv_nightshade,dgv_jute_mallow,dgv_cowpea_leaves,dgv_crotalaria,dgv_pumpkin_leaves,dgv_african_kales,dgv_african_spinach,dgv_atipa,dgv_cassava_leaves,dgv_lettuce,dgv_bean_leaves,dgv_swt_potato_leaves,dgv_nakati,dgv_bitter_leaf,dgv_arrowroot_leaves,dgv_spider_plant,dgv_stinging_nettles,dgv_broccoli,other_dgv,os_other_dgv,dgv_comment,otherveg_tomato,otherveg_onion,otherveg_eggplant,otherveg_capsicum,otherveg_cabbage,otherveg_beetroot,otherveg_okra,otherveg_celery,otherveg_cucumber,otherveg_mushroom,otherveg_zucchini,otherveg_cauliflower,otherveg_asparagus,otherveg_artichoke,otherveg_frenchbeans,otherveg_greenbeans,other_otherveg,os_other_otherveg,otherveg_comment,vita_rich_frts_mango,vita_rich_frts_cantaloupe,vita_rich_frts_apricot,vita_rich_frts_papaya,vita_rich_frts_peach,vita_rich_frts_treetomato,vita_rich_frts_passionfrt,other_vita_rich_frts,os_other_vita_rich_frts,vita_rich_frts_comment,otherfrt_avocado,otherfrt_ripebanana,otherfrt_guava,otherfrt_orange,otherfrt_watermelon,otherfrt_pineapple,otherfrt_plums,otherfrt_apple,otherfrt_wildberries,otherfrt_lemon,otherfrt_lime,otherfrt_tangerine,otherfrt_jackfruits,otherfrt_pear,otherfrt_kiwi,otherfrt_tamarind,otherfrt_loquat,otherfrt_javaplum,otherfrt_grapes,other_otherfrt,os_other_otherfrt,otherfrt_comment,organ_meats_liver,organ_meats_kidney,organ_meats_heart,organ_meats_intestine,organ_meats_gizzard,organ_meats_lung,organ_meats_blood,other_organ_meats,os_other_organ_meats,organ_meats_comment,flesh_meats_beef,flesh_meats_pork,flesh_meats_lamb,flesh_meats_goat,flesh_meats_rabbit,flesh_meats_chicken,flesh_meats_duck,flesh_meats_game,flesh_meats_insect,flesh_meats_turkey,flesh_meats_guineafowl,flesh_meats_quail,other_flesh_meats,os_other_flesh_meats,flesh_meats_comment,eggs_chicken,eggs_duck,eggs_guineahen,eggs_quail,other_eggs,eggs_comment,fish_tilapia,fish_nile_perch,fish_omena,fish_catfish,fish_squeaker,fish_lungfish,fish_mouthbrooder,fish_stonebasher,fish_riponfalls,fish_victorialabeo,fish_labyrinth,fish_sadlerrobber,fish_blacknile,fish_shellfish,fish_okoko,other_fish,os_other_fish,fish_comment,legumes_beans,legumes_peas,legumes_lentils,legumes_dolichos,legumes_soybean,legumes_pigeonpeas,legumes_mungbeans,legumes_chickpeas,legumes_cowpea,other_legumes,os_other_legumes,legumes_comment,nuts_seeds_groundnut,nuts_seeds_peanut,nuts_seeds_baobab,nuts_seeds_sunflower,nuts_seeds_pumpkin,nuts_seeds_coconut,nuts_seeds_almonds,nuts_seeds_cashew,nuts_seeds_sesame,nuts_seeds_macadamia,other_nuts_seeds,os_other_nuts_seeds,nuts_seeds_comments,dairy_milk,dairy_cheese,dairy_yoghurt,dairy_ghee,dairy_cream,dairy_fermmilk,other_dairy,os_other_dairy,dairy_comment,oils_fats_cookingoil,oils_fats_cookingfat,oils_fats_coconut,oils_fats_palm,oils_fats_lard,oils_fats_margarine,oils_fats_butter,other_oils_fats,os_other_oils_fats,oils_fats_comment,snacks_sugar,snacks_sugarcane,snacks_honey,snacks_cakes,snacks_chocolate,snacks_candy,snacks_cookies,snacks_jaggary,other_snacks,os_other_snacks,snacks_comment,beverage_soda_juice,beverage_energydrink,beverage_alcoholic,beverage_coffee,beverage_tea,condiments_coconutwater,condiments_soysauce,condiments_hotsauce,condiments_chilitomatosauce,condiments_salt,condiments_blackpepper,condiments_garlic,condiments_ginger,condiments_oregano,condiments_mint,condiments_parsley,condiments_vinegar,condiments_rosemary,condiments_thyme,condiments_cardamom,condiments_cinnamon,condiments_cumin,condiments_masala,condiments_coriander,condiments_paprika,other_bev_condiments,os_other_condiments,condiments_comment,mixedfood_githeri,mixedfood_mokimo,mixedfood_fruitsalad,mixedfood_vegetablesalad,mixedfood_frtjuice,mixedfood_samosa,other_mixedfood,os_other_mixedfood,mixedfood_comment,indepth_interview_participatn,photo_consent,image1_url,image2_url,image3_url,_latitude,_longitude,altitude,precision,vendor_fg_diversity,unhealthy_food_count,no_unique_oth_frts_color,no_unique_oth_veg_color,no_unique_vita_veg_frt_color,dark_green_color,green_other_color,purple_blue_color,red_color,white_brown_color,yellow_orange_color,overall_color,_id,uuid,submission_time,index
51:30.0,57:52.4,2/22/2022,12:51:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Prepared good traditional porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,,Well prepared and ready to eat,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143036040,b7a21d2e-4b7d-42f6-b386-7d940c99d931,2/22/2022 14:07,11
05:41.1,15:05.4,2/22/2022,13:05:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,Very fresh though not much available,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Looks fresh,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Vegetables are fresh and also sold when cut incase of spinach and kales,1,0,0,0,0,0,0,0,,Looks good,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Fruits are fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8ef262c9-fd4e-4892-8f22-6413dabff4a5%2F1645524880452.jpg,,,,,,,4,0,2,3,1,1,1,0,1,1,1,5,143036045,8ef262c9-fd4e-4892-8f22-6413dabff4a5,2/22/2022 14:07,12
24:03.5,33:58.4,2/22/2022,13:24:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Male,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,,Stored well,0,1,0,0,1,0,0,,Fresh from the look,1,0,0,0,0,0,0,0,,Low supply in the market,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Not looking good,1,0,0,0,0,0,0,0,,Green from outside but red ripe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Not much stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,Both long life and fresh milk,1,0,0,0,0,0,0,0,,It's being weighed and sold in small quantities,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F98765e21-4d56-46e1-8a5a-69184a1ff852%2F1645525818717.jpg,,,,,,,5,0,1,3,1,0,1,0,1,1,1,4,143036053,98765e21-4d56-46e1-8a5a-69184a1ff852,2/22/2022 14:07,13
33:48.4,40:28.5,2/22/2022,13:34:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh omena fresh from the lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F2a1b55c1-8b3d-4f74-bb55-3908013ac776%2F1645526355543.jpg,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143036062,2a1b55c1-8b3d-4f74-bb55-3908013ac776,2/22/2022 14:07,14
41:44.7,47:33.2,2/22/2022,13:42:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Male,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Not available currently,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Stored well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Both dried and fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F97823b87-22f7-44fa-815d-8cce0ceb3fa5%2F1645526790734.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F97823b87-22f7-44fa-815d-8cce0ceb3fa5%2F1645526819588.jpg,,,,,,3,0,0,2,0,1,0,0,1,1,0,3,143036078,97823b87-22f7-44fa-815d-8cce0ceb3fa5,2/22/2022 14:07,15
51:57.9,36:32.7,2/22/2022,13:52:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,, Babanasa Sold in numbers but show discouration and Irish potatoes sold when packed ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Not so fresh,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh,1,0,0,0,0,0,0,0,,Ripe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fruits are fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F458cf6b5-472e-499d-8174-b5c2045d213b%2F1645527360651.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F458cf6b5-472e-499d-8174-b5c2045d213b%2F1645527379524.jpg,,,,,,5,0,1,3,1,1,1,0,1,1,1,5,143036090,458cf6b5-472e-499d-8174-b5c2045d213b,2/22/2022 14:07,16
01:52.4,37:26.5,2/22/2022,14:02:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,,Fresh,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh from the main market,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh,1,0,0,0,0,0,0,0,,Fairly fresh,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Not fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,,,,,,,,4,0,2,3,1,1,1,0,1,1,1,5,143036094,59b9210f-b903-4643-8fcb-abcd9a6f7747,2/22/2022 14:07,17
16:01.9,22:14.2,2/22/2022,14:16:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Measured rice,,,,,,,,,,1,0,0,0,0,0,0,0,,Packed in nets ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dhania,Fair fresh,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Spring onions,Sprinkled with water to look fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Out of stock,1,0,0,0,0,0,0,0,0,0,,Measured in tins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F0a109f9a-38e9-4311-9575-3b7aae5038c1%2F1645528900866.jpg,,,,,,,5,0,0,3,0,1,1,0,1,1,0,4,143036103,0a109f9a-38e9-4311-9575-3b7aae5038c1,2/22/2022 14:07,18
23:16.8,26:19.2,2/22/2022,14:23:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,Buys in large scale and sells to retailers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143036107,a8bddf9e-5baa-45e3-a49f-6b120bbf299d,2/22/2022 14:07,19
26:27.9,31:40.1,2/22/2022,14:26:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,Not fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Fairly fresh,1,0,0,0,0,0,0,0,,Green from outside but red ripe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,,,,,,,,3,0,1,3,1,0,1,0,1,1,1,4,143036110,0fad575f-dad3-41c8-98d8-043343ba8a83,2/22/2022 14:07,20
33:14.1,38:27.3,2/22/2022,14:33:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Multiple females,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,Deep fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F9f2c7193-e534-4f5f-a562-395bd7daa3de%2F1645529863063.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F9f2c7193-e534-4f5f-a562-395bd7daa3de%2F1645529883056.jpg,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143036124,9f2c7193-e534-4f5f-a562-395bd7daa3de,2/22/2022 14:07,21
11:34.7,22:25.1,2/22/2022,10:11:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Kiosk,Female,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,They are processed products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Some are red and some are green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,She sells only chicken eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,,,1,1,0,0,0,1,0,0,,,1,0,0,1,0,0,1,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Ffb74dab5-e11c-4433-9426-8f06694b8b1b%2F1645514325842.jpg,,,,,,,4,5,0,1,0,0,0,0,1,0,0,1,143036130,fb74dab5-e11c-4433-9426-8f06694b8b1b,2/22/2022 14:07,22
26:44.1,43:25.4,2/22/2022,10:26:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Kiosk,both male and female,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,They are in safe condition,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,They are attractive,1,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The fruits looks appealing,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,Roasted groundnuts,1,0,0,0,0,1,0,,They are packed,1,1,0,0,0,1,0,0,,,1,0,0,1,1,0,1,0,0,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,8,6,1,2,1,0,0,0,1,1,1,3,143036133,eca44d31-2bf6-4ee5-a935-7c11d2fb09cc,2/22/2022 14:07,23
42:07.5,44:34.7,2/22/2022,14:42:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Deep fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fa572f7c8-2a5d-433d-9af7-d98ebb438542%2F1645530240090.jpg,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143036135,a572f7c8-2a5d-433d-9af7-d98ebb438542,2/22/2022 14:07,24
06:59.1,12:33.5,2/22/2022,11:07:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,She fries chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F7c4b0d90-1dd6-47b2-8a13-de2dc7d321a5%2F1645517516788.jpg,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143036142,7c4b0d90-1dd6-47b2-8a13-de2dc7d321a5,2/22/2022 14:07,25
45:53.6,50:24.2,2/22/2022,14:45:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu East,Manyatta,Manyatta B,3,Peri-Urban,Stalls/Tabletop,Female,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,Sold in bunches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dhania,Not fresh,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Not fresh,1,0,0,0,0,0,0,0,,Small size and fresh,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Looks to please the eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F6c7730c3-6d4d-4b3f-911a-d277b50a4e73%2F1645530595307.jpg,,,,,,,5,0,2,2,1,1,0,0,1,1,1,4,143036146,6c7730c3-6d4d-4b3f-911a-d277b50a4e73,2/22/2022 14:07,26
